,name,target,pred
262,Bi_S_mp-1184036,0.0142751314062499,-0.10891543
263,Bi_S_mp-1186010,0.01436000015625,-0.0741985
264,Bi_S_mp-1186447,0.0143140426562498,-0.07510087
265,Bi_S_mp-1187486,0.1276687801562497,0.036644697
266,Bi_S_mp-1187952,0.01466462390625,-0.052277684
267,Bi_S_mp-1192175,-0.6996002125,-0.34816828
268,Bi_S_mp-1217269,-0.5677654187499996,-0.2979187
269,Bi_S_mp-1219920,-0.5232360315625,-0.34399942
270,Bi_S_mp-1229015,-0.5231348165625,-0.30610237
271,Bi_S_mp-12565,-0.3775513244999999,-0.117935985
272,Bi_S_mp-12635,-0.3776169185,-0.11826503
273,Bi_S_mp-12723,-0.5135099365624995,-0.39704216
274,Bi_S_mp-1297,-0.3046747385511365,-0.28311205
275,Bi_S_mp-1592,-0.6637560429166663,-0.28365844
276,Bi_S_mp-19856,-0.4471332715624996,-0.33513662
277,Bi_S_mp-20411,-0.2847283415624995,-0.67697626
278,Bi_S_mp-20862,-0.4840949104166666,-0.3700388
279,Bi_S_mp-20901,-0.4957024220833332,-0.46949416
280,Bi_S_mp-21165,-0.5571541165624998,-0.3015523
281,Bi_S_mp-22079,-0.5290255740624996,-0.2595031
282,Bi_S_mp-22205,-0.3305556465624999,-0.5728603
283,Bi_S_mp-22309,-0.4957347279166662,-0.46396315
284,Bi_S_mp-22585,-0.4413775587499995,-0.35543725
285,Bi_S_mp-22745,-0.1601956573529418,-0.51629484
286,Bi_S_mp-23164,-0.8075091648750004,-0.3930536
287,Bi_S_mp-2685,-0.3720400165624999,-0.33870777
288,Bi_S_mp-2845,-0.4471340965624995,-0.34335563
289,Bi_S_mp-2851,-0.4184633454166662,-0.2530035
290,Bi_S_mp-30343,0.1271542676562496,-0.18611732
291,Bi_S_mp-31337,0.1271346901562497,-0.19096369
292,Bi_S_mp-423,-0.3919163543055551,-0.40608704
293,Bi_S_mp-488,-0.3132641382291664,-0.3171865
294,Bi_S_mp-522,-0.3720059415624996,-0.28451645
295,Bi_S_mp-542106,-0.736690149583333,-0.3188151
296,Bi_S_mp-570113,0.2355705412500004,-0.29387924
297,Bi_S_mp-571033,-0.5005587040624997,-0.44842705
298,Bi_S_mp-573,-0.6952193832142862,-0.3887819
299,Bi_S_mp-669720,-0.6872707448750006,-0.27281025
300,Bi_S_mp-684798,-0.67980256375,-0.41739607
301,Bi_S_mp-760,-0.4841645854166667,-0.40876427
302,Bi_S_mp-8073,-0.736675249583333,-0.35414243
303,Bi_S_mp-864794,0.1270764201562499,-0.08722931
304,Bi_S_mp-865144,0.0144952939062497,-0.15976936
305,Bi_S_mp-865362,-0.1549360473437495,-0.32750526
306,Bi_S_mp-8675,-0.4519902215625002,-0.41543794
307,Bi_S_mp-867865,0.0147430426562493,-0.23554093
308,Bi_S_mp-936,0.2679261915000005,-0.037207782
309,Bi_S_mp-947,-0.12335228375,-0.41588753
310,Bi_S_mp-972895,0.0142310926562494,-0.119015634
311,Bi_S_mp-973402,-0.0253775548437502,-0.115437105
312,Bi_S_mp-973834,0.1270909701562499,-0.05705273
313,Bi_S_mp-973839,-0.15540139484375,-0.09937954
314,Bi_S_mp-974616,-0.1553963323437504,-0.25185692
315,Bi_S_mp-982261,-0.4386904687499999,-0.2877713
316,Bi_S_mp-985296,-0.1553741923437499,-0.11756945
317,Bi_S_mp-985805,-0.2963913587499996,-0.31225273
318,Bi_S_mp-999549,-0.5250866154166663,-0.16536796
319,Bi_S_mvc-11438,-0.5116089254166667,-0.36659142
320,Bi_Se_mp-1008488,-0.2068660761718748,-0.119737566
321,Bi_Se_mp-1018179,0.0074560017708336,-0.06462917
322,Bi_Se_mp-10711,0.0586174917708335,0.054010153
323,Bi_Se_mp-1078721,0.0699852069921873,-0.027791858
324,Bi_Se_mp-1079467,0.0866011869921874,-0.05699563
325,Bi_Se_mp-1095302,-0.3397478207291667,-0.20336407
326,Bi_Se_mp-1095493,-0.1502547965624998,-0.28104192
327,Bi_Se_mp-1120781,-0.3236345377678568,-0.076575905
328,Bi_Se_mp-11470,-0.0001071715624997,-0.022393554
329,Bi_Se_mp-11800,-0.3657588413392858,-0.021117568
330,Bi_Se_mp-1183627,0.3663617307421876,-0.0416027
331,Bi_Se_mp-1183647,0.1394639457421878,-0.04510668
332,Bi_Se_mp-1183967,0.3663619532421878,-0.03690082
333,Bi_Se_mp-1184018,0.1392624832421876,-0.05520165
334,Bi_Se_mp-1184036,0.0799522557421874,-0.010492444
335,Bi_Se_mp-1186010,0.0799526619921877,-0.018533021
336,Bi_Se_mp-1186447,0.0800427657421876,-0.029833376
337,Bi_Se_mp-1187486,0.3663868282421876,-0.08406396
338,Bi_Se_mp-1187502,0.3663612407421874,-0.059592545
339,Bi_Se_mp-1187952,0.0804554432421875,-0.019369394
340,Bi_Se_mp-1217269,-0.2408222782291667,-0.18740049
341,Bi_Se_mp-1220390,-0.0442869818749997,-0.20348202
342,Bi_Se_mp-1229015,-0.253798916171875,-0.061025336
343,Bi_Se_mp-12565,0.1604331001250002,-0.014981568
344,Bi_Se_mp-12635,0.160534774125,-0.019694448
345,Bi_Se_mp-12723,-0.2486720261718749,-0.10910903
346,Bi_Se_mp-1297,-0.0806993118678979,-0.04927358
347,Bi_Se_mp-1592,-0.2646610107291665,-0.062317953
348,Bi_Se_mp-1684,-0.1346670911718748,-0.089276806
349,Bi_Se_mp-174,-0.2009101127148436,-0.052683175
350,Bi_Se_mp-1912,-0.134667131171875,-0.095325276
351,Bi_Se_mp-19871,0.4333859151041667,-0.103422225
352,Bi_Se_mp-20411,-0.024617976171875,-0.3844026
353,Bi_Se_mp-20456,-0.3236353099107144,-0.0828307
354,Bi_Se_mp-20619,-0.2444441274218749,-0.08827917
355,Bi_Se_mp-20683,-0.0932582599375003,-0.04764828
356,Bi_Se_mp-20862,-0.1771638815625002,-0.09402028
357,Bi_Se_mp-20901,-0.1502204640625001,-0.16971445
358,Bi_Se_mp-2103,0.3664392107421874,-0.05867754
359,Bi_Se_mp-21165,-0.2340284249218749,-0.07776815
360,Bi_Se_mp-22079,-0.2437018161718751,-0.034938216
361,Bi_Se_mp-22146,-0.3495039277148435,-0.07809691
362,Bi_Se_mp-22205,-0.0974183036718749,-0.24599895
363,Bi_Se_mp-22309,-0.1502848698958333,-0.12839183
364,Bi_Se_mp-22745,0.0557027783088235,-0.11580056
365,Bi_Se_mp-23164,-0.4240932714062502,-0.23635773
366,Bi_Se_mp-28256,-0.0400264800994317,-0.1443947
367,Bi_Se_mp-2851,-0.1172747748958335,-0.0853035
368,Bi_Se_mp-30343,0.3663618557421877,-0.032209516
369,Bi_Se_mp-31337,0.3663594357421877,-0.05309522
370,Bi_Se_mp-358,-0.2510958428385414,-0.1848208
371,Bi_Se_mp-423,-0.0540056060069444,-0.078062356
372,Bi_Se_mp-488,-0.0287250153385413,-0.1729733
373,Bi_Se_mp-570113,0.4333900884375001,-0.11934976
374,Bi_Se_mp-573,-0.3658752341964287,-0.042352736
375,Bi_Se_mp-611,-0.1055195230078123,-0.033723623
376,Bi_Se_mp-684798,-0.2625558440625,-0.1765046
377,Bi_Se_mp-8073,-0.3365226523958332,-0.08277044
378,Bi_Se_mp-864794,0.3663603532421877,-0.04766181
379,Bi_Se_mp-865144,0.0800485944921876,-0.0046983063
380,Bi_Se_mp-865362,0.1392436907421874,-0.11057502
381,Bi_Se_mp-8675,-0.141446669921875,-0.099446714
382,Bi_Se_mp-867865,0.0799251432421876,-0.03998643
383,Bi_Se_mp-936,0.445062110125,-0.04626891
384,Bi_Se_mp-972895,0.2796065344921876,-0.008677691
385,Bi_Se_mp-973402,0.2122762407421876,-0.020403147
386,Bi_Se_mp-973834,0.3663621357421878,-0.047388226
387,Bi_Se_mp-973839,0.1296021782421874,-0.046744704
388,Bi_Se_mp-9835,-0.1772335248958333,-0.070241615
389,Bi_Se_mp-985287,0.0841243619921874,-0.0188846
390,Bi_Se_mp-985296,0.1392760457421875,-0.051095843
391,Bi_Se_mp-985805,0.0100713567708332,-0.05483994
392,Bi_Se_mvc-11438,-0.1719424290625001,0.01814425
393,Bi_Tl_mp-1008488,0.0194319800000002,0.023344964
394,Bi_Tl_mp-1018179,-0.0836101033333331,0.1050933
395,Bi_Tl_mp-1023940,-0.0003812633333334,0.083330184
396,Bi_Tl_mp-1070,0.1331433725000002,-0.1080012
397,Bi_Tl_mp-1071078,0.0490747366666669,0.14310047
398,Bi_Tl_mp-10711,-0.0225358966666667,0.068288445
399,Bi_Tl_mp-1078721,-0.0780350587500002,0.072250396
400,Bi_Tl_mp-1079467,-0.0660963850000002,0.11516997
401,Bi_Tl_mp-1095493,0.0521437416666668,0.044983685
402,Bi_Tl_mp-1120781,0.1137856342857145,0.06563255
403,Bi_Tl_mp-11359,-0.0734269866666667,0.0408594
404,Bi_Tl_mp-11470,0.0641743566666666,0.08876163
405,Bi_Tl_mp-11800,0.0128893571428569,0.079137474
406,Bi_Tl_mp-1183627,-0.0579553299999999,0.10976213
407,Bi_Tl_mp-1183647,-0.0716273850000002,0.118688196
408,Bi_Tl_mp-1183967,-0.0579810550000003,0.089494884
409,Bi_Tl_mp-1184018,-0.0693051675,0.069382966
410,Bi_Tl_mp-1184036,-0.0726035500000001,0.086657375
411,Bi_Tl_mp-1186010,-0.0725538125000002,0.08326459
412,Bi_Tl_mp-1186447,-0.0623846275000001,0.09071788
413,Bi_Tl_mp-1186977,-0.0771691075,0.09629828
414,Bi_Tl_mp-1187952,-0.07273475625,0.09546083
415,Bi_Tl_mp-1190478,-0.0449904483333334,0.14460036
416,Bi_Tl_mp-1217269,0.0493239233333332,-0.05590412
417,Bi_Tl_mp-1220390,-0.0367011340000001,0.16681987
418,Bi_Tl_mp-12565,-0.0472769859999999,0.1260486
419,Bi_Tl_mp-12635,-0.0474221939999999,0.11353567
420,Bi_Tl_mp-1297,-0.0180758377272725,0.028960437
421,Bi_Tl_mp-1404,-0.0956810849999998,0.05804169
422,Bi_Tl_mp-15659,0.0254087229999999,0.088175654
423,Bi_Tl_mp-1592,-0.0268867383333333,0.112470865
424,Bi_Tl_mp-1684,-0.00268522,0.12562233
425,Bi_Tl_mp-174,-0.030743685625,-0.10503039
426,Bi_Tl_mp-1755,-0.076155709375,0.10279316
427,Bi_Tl_mp-1912,-0.0027112449999999,0.11577642
428,Bi_Tl_mp-1963,-0.0775127749999997,0.032111436
429,Bi_Tl_mp-19856,0.019651155,0.068528414
430,Bi_Tl_mp-19871,0.0922083916666665,0.14849043
431,Bi_Tl_mp-20456,0.1132818514285714,0.07600573
432,Bi_Tl_mp-20599,-0.0503100899999999,0.025821924
433,Bi_Tl_mp-20683,0.0119430370000003,0.10232276
434,Bi_Tl_mp-20862,0.0487432933333333,0.15333793
435,Bi_Tl_mp-20901,0.0516602066666666,0.15620112
436,Bi_Tl_mp-2103,-0.0578302525,0.05796784
437,Bi_Tl_mp-21165,0.1328578500000001,0.09895587
438,Bi_Tl_mp-22079,-0.0544234162500001,0.08984727
439,Bi_Tl_mp-22146,-0.0780534749999999,0.079895765
440,Bi_Tl_mp-22205,0.1330231324999999,0.14711827
441,Bi_Tl_mp-22309,0.0509442241666668,0.09568393
442,Bi_Tl_mp-22745,0.1033590270588237,0.14132476
443,Bi_Tl_mp-23164,-0.0352813835000002,-0.01660949
444,Bi_Tl_mp-2642,-0.00258029,0.017607927
445,Bi_Tl_mp-2685,-0.0774669600000002,0.07539877
446,Bi_Tl_mp-28256,0.0104229136363636,0.17183197
447,Bi_Tl_mp-30343,-0.0578473050000001,0.10794109
448,Bi_Tl_mp-30354,-0.0471996099999998,0.13015378
449,Bi_Tl_mp-31337,-0.0579696825,0.07307583
